headline	lead_paragraph	web_url
Sean Combs Arrested in Kettlebell Assault at U.C.L.A.		http://artsbeat.blogs.nytimes.com/2015/06/22/sean-combs-arrested-in-kettlebell-assault-at-u-c-l-a/
Rapper Sean Combs Arrested for Assault With Deadly Weapon at UCLA	"Rapper Sean ""P. Diddy"" Combs was arrested and charged with assault with a deadly weapon at the University of California Los Angeles on Monday, college law enforcement authorities said. "	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-people-seancombs-arrest.html
'Hannibal' to Wrap After 3 Seasons; Low Ratings the Culprit	"NBC is bringing the curtain down on ""Hannibal"" at the end of its summer run."	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-tv-hannibal-canceled.html
US Open Sunday Viewership Down From Last West Coast Event	With Tiger Woods missing the cut, the U.S. Open's TV viewership for the final round was down 30 percent from the last time the tournament was on the West Coast.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-glf-us-open-ratings.html
'Jurassic World' Set to Become Fastest Film to Gross $1 Billion	"Universal Pictures' ""Jurassic World"" dinosaur spectacle is set to become the fastest film to gross $1 billion in box office receipts worldwide on Monday, after last week's record-breaking opening."	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-film-jurassicworld-boxoffice.html
&#8216;Skylight&#8217; Closes Out Run With Healthy Box Office		http://artsbeat.blogs.nytimes.com/2015/06/22/skylight-closes-out-run-with-healthy-box-office/
TV's 'Smash' Musical May Be Made Into a Real Stage Show	"The glitzy, fictional Broadway musical featured in the TV show ""Smash"" might actually find its way to a stage."	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-theater-bombshell.html
Former 'Star Wars' Child Actor Arrested After High-Speed Chase	"The former child actor who played a young Anakin Skywalker in 1999's ""Star Wars: Episode I: The Phantom Menace,"" was arrested in South Carolina after leading police on a high-speed chase. "	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-people-jakelloyd-arrest.html
Stanley Kubrick Script 'The Downslope' to Be Made a Trilogy	"An old screenplay by Stanley Kubrick is being developed as a trilogy by ""World War Z"" director Marc Forster."	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-film-kubrick-script.html
A Quintessential American Ballerina Hangs Up Her Toe Shoes	Juliet's death is always a sad moment at the ballet. But it's safe to say there were lots more tears than usual when Julie Kent splayed her limber body backward across that cold stone slab in the Capulet crypt over the weekend &#8212; for one last time.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-ballerina-retires.html
Virginia Woman Pleads to Trespassing at Will Smith's Home	Los Angeles prosecutors say a Virginia woman has been sentenced to probation for trespassing at the home of actor Will Smith and refusing to leave.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-people-will-smith-trespass.html
&#8216;Bombshell&#8217; Might Live Again &#8212; Onstage		http://artsbeat.blogs.nytimes.com/2015/06/22/bombshell-might-live-again-onstage/
John Neumeier, Choreographer, Wins $400,000 Kyoto Prize		http://artsbeat.blogs.nytimes.com/2015/06/22/john-neumeier-choreographer-wins-400000-kyoto-prize/
Reality TV Star Kim Kardashian Says She Is Expecting Baby Boy	Reality television star Kim Kardashian and her rapper husband Kanye West, who already have a young daughter, are expecting a baby boy.	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-people-kimkardashian.html
Kim Kardashian, Kanye West Expecting a Baby Boy	Kim Kardashian is expecting a baby boy, a spokeswoman for the reality TV star said Monday.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-people-kardashian-west.html
Death Threats for Saudi Satire Star Who Fights Islamic State With Laughs	A Saudi TV star has earned death threats for deploying a new weapon against Islamic State: laughter.	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-mideast-crisis-saudi-satire.html
Bond Memorabilia, Chris Martin Guitar for Sale at London Auction	"From a replica of the handgun used in the James Bond film ""The Man with the Golden Gun"" to Coldplay frontman Chris Martin's guitar, a range of memorabilia from the world of entertainment goes under the hammer at a London auction this week."	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-auction-entertainment.html
Billy Graham's Grandson Quits Florida Church After Admitting 'Moral Failing'	"A grandson of famed evangelist Billy Graham resigned his post atop a prominent south Florida church after admitting to ""moral failure,"" according to a statement from Coral Ridge Presbyterian Church."	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-usa-florida-church.html
Weather Channel Taking Active Stance on Climate Change	The Weather Channel is looking beyond cold fronts and summer showers with a project featuring the voices of 25 prominent people talking about the need to take action on climate change.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-tv-weather-channel-climate-change.html
Don Winslow Returns to Drug Wars in Thriller 'The Cartel'	Don Winslow is obsessed, and he knows it.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-us-books-don-winslow.html
Berlin Philharmonic Chooses Kirill Petrenko as New Conductor		http://artsbeat.blogs.nytimes.com/2015/06/22/berlin-philharmonic-chooses-kirill-petrenko-as-new-conductor/
Czech Film Festival to Honor Actor Richard Gere	The international film festival at the Czech spa of Karlovy Vary will honor U.S. actor Richard Gere for his outstanding contribution to world cinema.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-eu-czech-film-festival.html
Berlin Philharmonic Names Kirill Petrenko as Chief Conductor	The Berlin Philharmonic on Monday named Siberian-born Kirill Petrenko as its next chief conductor &#8212; one of the most prestigious jobs in the world of classical music.	http://www.nytimes.com/aponline/2015/06/22/arts/ap-eu-berlin-philharmonic-new-conductor.html
He's Back: Schwarzenegger Reprises Role in 'Terminator Genisys'	"More than 30 years after he first uttered his famous catchphrase, action hero and former governor of California Arnold Schwarzenegger is back again as the ""Terminator"" in the latest installment of the popular sci-fi movie franchise."	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-film-terminator-genisys.html
Germany Says Will Not Extradite Anyone Facing Death Penalty	No one will be extradited from Germany if they face the death penalty, a spokesman for the German foreign ministry said on Monday when asked about an Al Jazeera journalist who has been remanded in custody in Berlin at Egypt's request. 	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-germany-aljazeera-egypt-penalty.html
Germany Frees Al Jazeera Journalist Despite Egypt's Request	Prominent Al Jazeera journalist Ahmed Mansour walked free from a Berlin prison on Monday, drawing a line under an awkward diplomatic incident for Germany two days after he was detained at Egypt's request.	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-germany-aljazeera-egypt.html
Petrenko to Succeed Rattle as Head of Berlin Philharmonic	The Berlin Philharmonic has picked Kirill Petrenko, a 43-year-old Russian who is music director at the Bavarian State Opera, to become its chief conductor and artistic director when Simon Rattle leaves the storied post in 2018.	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-music-germany.html
China Bans Celebrities From Hosting Television Shows	"China's media regulator has banned celebrities such as actors and actresses from appearing as presenters on television shows to ensure no ""improper remarks"" are made while on air, state news agency Xinhua said on Monday."	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-china-television.html
Apple Bows to Taylor Swift on Paying for All Music Streaming	"Apple Inc reversed its policy and said it would now pay artists during free trials of its new Apple Music streaming service, after pop star Taylor Swift said she would hold back her latest hit album ""1989"" from the service."	http://www.nytimes.com/reuters/2015/06/22/arts/22reuters-music-taylorswift-apple.html
Art Basel Confirms Buyers’ Enthusiasm	Quality continues to sell as collectors prowl fair's new layout for dealers.	http://www.nytimes.com/2015/06/22/arts/international/art-basel-confirms-buyers-enthusiasm.html
‘La Toilette: The Birth of Privacy’	An exhibition at the Musée Marmottan Monet portrays the bathing and grooming rituals of women from the 16th century to the present.	http://www.nytimes.com/slideshow/2015/06/22/arts/20150623-TOILETTE.html
What&#8217;s On TV Monday	Television highlights.	http://www.nytimes.com/2015/06/22/arts/television/whats-on-tv-monday.html
Gunther Schuller Dies at 89; Composer Synthesized Classical and Jazz	Mr. Schuller, who won a Pulitzer Prize for his orchestral work in 1994, coined the term Third Stream to describe music that drew on the forms and resources of both classical and jazz.	http://www.nytimes.com/2015/06/22/arts/music/gunther-schuller-composer-who-synthesized-classical-and-jazz-dies-at-89.html
Charles Correa, 84, Is Dead; Architect Fused India’s History With Modernism	Mr. Correa, whose works were notable for their imagination and breadth, created striking museums and university buildings in India and abroad and was deeply invested in India&#8217;s urban future.	http://www.nytimes.com/2015/06/22/arts/design/charles-correa-architect-who-fused-indias-history-with-modernism-dies-at-84.html
Hitler Paintings Are Sold at Auction for $440,000	Fourteen watercolor paintings and drawings presumed to be the work of a young Adolf Hitler were sold at auction in Germany.	http://www.nytimes.com/2015/06/22/arts/design/hitler-paintings-are-sold-at-auction-for-440000.html
Crossing the Line Festival Announces 2015 Lineup	The interdisciplinary festival, organized by the French Institute Alliance Française, includes several premieres.	http://www.nytimes.com/2015/06/22/arts/crossing-the-line-festival-announces-2015-lineup.html
Review: &#8216;A Deadly Adoption&#8217; Stars Kristen Wiig and Will Ferrell	Watching these comedians playing it straight, you realize that this movie isn&#8217;t very good even by Lifetime standards, which are not exactly lofty.	http://www.nytimes.com/2015/06/22/arts/television/review-a-deadly-adoption-stars-kristen-wiig-and-will-ferrell.html
&#8216;Voodoo,&#8217; Opera by the African-American Composer H. Lawrence Freeman, Is Revived	The opera, which will be given its first performance since 1928, offers a glimpse of a nearly forgotten chapter of African-American operatic achievement.	http://www.nytimes.com/2015/06/22/arts/music/voodoo-opera-by-the-african-american-composer-h-lawrence-freeman-is-revived.html
Review: Three &#8216;Romeo and Juliet&#8217; Performances, Including Julie Kent&#8217;s Farewell	Last week&#8217;s run of performances by American Ballet Theater of Kenneth MacMillan&#8217;s version of this ballet included three important performances as Juliet.	http://www.nytimes.com/2015/06/22/arts/dance/review-three-romeo-and-juliet-performances-including-julie-kents-farewell.html
Review: &#8216;Dance My Life,&#8217; Souleymane Badolo&#8217;s River to River Work, Feeds Off the Public	Mr. Badolo&#8217;s latest dance work incorporates ordinary passers-by who are unaware they are taking part.	http://www.nytimes.com/2015/06/22/arts/dance/review-dance-my-life-souleymane-badolos-river-to-river-work-feeds-off-the-public.html
Review: ‘Requiem for the Dead’ on HBO Explores Gun Violence in America	The church massacre in Charleston, S.C., gives this documentary extra topicality, but it also underscores the project&#8217;s voyeuristic shallowness.	http://www.nytimes.com/2015/06/22/arts/television/review-requiem-for-the-dead-on-hbo-explores-gun-violence-in-america.html
Review: Twyla Tharp&#8217;s &#8216;The One Hundreds&#8217;: Math That&#8217;s Easy on the Eyes	Twyla Tharp&#8217;s &#8220;The One Hundreds,&#8221; in the River to River Festival, is made up of 11-second sequences. You do the math.	http://www.nytimes.com/2015/06/22/arts/dance/review-twyla-tharps-the-one-hundreds-math-thats-easy-on-the-eyes.html
Review: Van Morrison Finds New Meaning in Extensive and Nostalgic Catalog	Mr. Morrison, 69, has accumulated considerable mileage, but he was feisty and focused in his only United States show on his current tour, at Forest Hills Stadium in Queens on Friday.	http://www.nytimes.com/2015/06/22/arts/music/review-van-morrison-finds-new-meaning-in-extensive-and-nostalgic-catalog.html
